Delivery_person_Age,Delivery_person_Ratings,Vehicle_condition,multiple_deliveries,Time_taken(min),DeliveryDistance,OrderTime,Weatherconditions_Fog,Weatherconditions_Sandstorms,Weatherconditions_Stormy,Weatherconditions_Sunny,Weatherconditions_Windy,Road_traffic_density_Jam,Road_traffic_density_Low,Road_traffic_density_Medium,Type_of_order_Drinks,Type_of_order_Meal,Type_of_order_Snack,Type_of_vehicle_scooter,City_Urban,Order_Day_Monday,Order_Day_Saturday,Order_Day_Sunday,Order_Day_Thursday,Order_Day_Tuesday,Order_Day_Wednesday,TypeOfMeal_Dinner,TypeOfMeal_Launch
26.0,4.0,1.0,1.0,34.0,6.1474046526362285,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26.0,4.1,2.0,1.0,36.0,13.428477357470475,19,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
36.0,4.9,1.0,0.0,17.0,9.327285157960466,17,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
21.0,4.7,0.0,1.0,16.0,1.489792976782923,9,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
35.0,4.7,2.0,1.0,27.0,12.418394742110715,20,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
20.0,4.5,2.0,1.0,26.0,6.21786068914486,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
23.0,4.6,0.0,2.0,46.0,13.787803344502166,21,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
37.0,5.0,0.0,0.0,29.0,9.080187058762698,20,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
26.0,4.8,0.0,1.0,23.0,9.315441635500324,19,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
29.0,5.0,1.0,1.0,11.0,12.161417162420864,22,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0
26.0,4.9,1.0,0.0,28.0,16.6368750388607,17,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
29.0,4.8,0.0,1.0,25.0,9.192951167083816,19,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
29.0,4.7,2.0,0.0,11.0,3.018226484999582,10,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
21.0,4.9,1.0,1.0,26.0,4.395420246829279,18,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0
22.0,4.3,0.0,1.0,23.0,3.109059104393339,10,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
31.0,4.0,1.0,2.0,39.0,11.916582838287257,18,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
20.0,4.5,1.0,0.0,11.0,3.1162485097897914,9,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
30.0,3.9,2.0,1.0,32.0,12.116950608888647,20,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
36.0,4.8,0.0,1.0,43.0,10.868263117988304,18,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
24.0,4.7,1.0,1.0,13.0,6.218153086065569,15,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
32.0,4.7,2.0,0.0,25.0,1.554424975889943,9,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
25.0,5.0,1.0,0.0,27.0,9.313017158715258,18,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
27.0,4.5,2.0,1.0,29.0,6.147106622705237,15,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1
32.0,4.1,0.0,1.0,33.0,10.867300462045636,18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
23.0,4.7,1.0,1.0,19.0,6.209259882042439,17,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
39.0,4.4,0.0,1.0,33.0,20.18085916835192,18,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
20.0,4.8,1.0,1.0,28.0,9.435201537430713,19,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
20.0,4.8,2.0,0.0,15.0,11.919755989352518,18,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
29.0,4.6,1.0,1.0,29.0,4.494291162003691,20,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
26.0,4.9,2.0,1.0,18.0,20.851726357533597,23,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
25.0,5.0,1.0,1.0,14.0,1.5605734793802433,11,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
34.0,4.7,1.0,1.0,30.0,6.210589610313767,16,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
31.0,4.9,0.0,0.0,28.0,6.175283575307921,15,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
24.0,4.7,0.0,1.0,39.0,20.44292976252901,20,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
30.0,4.9,2.0,0.0,30.0,13.830084721845129,19,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
36.0,4.8,0.0,1.0,36.0,19.373745834955248,18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
36.0,4.4,0.0,1.0,37.0,28.868899795614617,23,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
26.0,4.7,0.0,1.0,43.0,20.85155740266031,19,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
30.0,4.6,2.0,1.0,29.0,16.659963190056956,23,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
20.0,4.8,2.0,1.0,25.0,4.717601092054723,18,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
33.0,4.7,2.0,1.0,15.0,7.76260023979046,18,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0
34.0,4.0,0.0,2.0,39.0,13.766855008587,21,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
36.0,4.6,0.0,1.0,20.0,12.29367767357356,23,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
33.0,4.6,1.0,1.0,15.0,2.984637269285578,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.0,4.8,1.0,1.0,16.0,16.788275862514016,23,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
38.0,4.7,2.0,1.0,19.0,1.5320227740635557,11,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
27.0,4.9,2.0,0.0,20.0,12.421407858788074,23,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0
32.0,4.8,2.0,1.0,25.0,10.444776155165613,21,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
26.0,4.8,0.0,1.0,43.0,12.42075005031394,19,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
29.0,4.5,0.0,0.0,15.0,19.65937352744409,23,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
31.0,4.5,0.0,0.0,29.0,12.46418980459395,20,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
28.0,4.6,2.0,0.0,14.0,6.146243658393976,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
21.0,4.8,1.0,1.0,11.0,8.929086888936338,19,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
21.0,4.0,0.0,1.0,19.0,7.790362124533636,22,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
30.0,4.9,1.0,1.0,29.0,12.58026782240096,23,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
29.0,4.7,2.0,1.0,11.0,5.992096714696384,15,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
20.0,4.8,1.0,0.0,14.0,1.5297232853102505,11,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
28.0,5.0,0.0,0.0,15.0,13.73594217639658,22,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0
25.0,4.7,0.0,1.0,16.0,10.705559922396493,23,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
38.0,4.8,1.0,1.0,20.0,3.10480375328542,10,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39.0,4.9,1.0,1.0,26.0,4.610073053799367,22,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
26.0,4.9,1.0,0.0,26.0,9.12210080560154,17,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
33.0,4.4,1.0,0.0,43.0,10.906036622245397,21,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
24.0,4.6,0.0,1.0,25.0,9.088013799330726,18,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
24.0,4.9,0.0,1.0,28.0,6.232303380307374,15,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
33.0,4.5,2.0,0.0,17.0,13.611566722125016,23,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
35.0,4.2,1.0,1.0,44.0,13.611428630407518,19,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
27.0,4.2,0.0,1.0,33.0,13.763896210757894,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
30.0,4.7,1.0,1.0,19.0,7.761350404897176,18,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0
29.0,4.5,0.0,0.0,15.0,4.657591594951663,18,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
34.0,4.7,1.0,1.0,27.0,19.343487217443105,23,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
20.0,4.7,2.0,1.0,25.0,2.9845125598688216,11,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
29.0,4.8,1.0,1.0,18.0,6.058876303739538,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
22.0,4.9,2.0,0.0,21.0,9.08808409216373,18,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0
35.0,4.9,0.0,2.0,53.0,10.417065790358764,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32.0,4.4,0.0,3.0,42.0,17.16483390268399,21,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
28.0,4.9,2.0,1.0,20.0,16.113872411826254,21,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
30.0,4.7,1.0,0.0,29.0,20.253686339517657,22,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0
22.0,4.7,2.0,0.0,15.0,17.076258901182708,20,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0
36.0,4.7,0.0,1.0,30.0,7.790362124533636,18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
23.0,4.8,0.0,1.0,28.0,19.76218981785956,20,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
22.0,4.8,2.0,1.0,19.0,3.0250598092769923,10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29.0,4.5,2.0,1.0,15.0,19.83956144193532,22,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
34.0,4.9,0.0,3.0,50.0,17.075594401072465,22,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
38.0,4.1,0.0,1.0,41.0,1.5527001159062177,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35.0,5.0,0.0,1.0,37.0,11.00773476374462,17,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
38.0,4.7,2.0,1.0,28.0,9.435201537430713,22,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
32.0,4.3,1.0,2.0,35.0,10.280572823486368,18,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0
20.0,4.5,2.0,1.0,27.0,10.867300462045636,20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
25.0,4.9,0.0,2.0,43.0,12.41768756419937,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
29.0,4.5,2.0,0.0,12.0,8.937860881830986,22,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
32.0,4.7,2.0,1.0,31.0,35.49356024814817,21,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
39.0,4.1,1.0,2.0,39.0,20.44292976252901,21,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
31.0,4.4,0.0,1.0,47.0,16.660108123692734,21,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
37.0,4.5,0.0,1.0,26.0,7.601385733165002,23,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
36.0,4.9,2.0,1.0,31.0,13.183763612802506,17,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
37.0,3.8,1.0,1.0,42.0,36.89834766223552,20,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
38.0,4.9,2.0,1.0,25.0,6.232373004508207,13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
37.0,4.4,0.0,1.0,39.0,11.904865487130731,22,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
21.0,4.9,2.0,1.0,21.0,13.682164847733418,23,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
35.0,4.9,2.0,0.0,18.0,4.469362226704669,18,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
22.0,4.8,1.0,1.0,22.0,13.406355455305173,20,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0
28.0,4.8,0.0,1.0,23.0,3.0736440277233705,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39.0,4.0,0.0,0.0,48.0,20.2065815105083,17,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
29.0,4.5,1.0,0.0,13.0,12.419724873245672,22,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0
39.0,4.6,2.0,1.0,32.0,3.10480371051839,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
25.0,4.9,2.0,0.0,16.0,20.206316416481208,21,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0
34.0,5.0,2.0,0.0,19.0,4.674151774555243,17,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0
22.0,4.8,1.0,1.0,18.0,3.1053699758611257,9,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
27.0,5.0,0.0,1.0,27.0,10.44439086222839,21,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
28.0,4.5,0.0,1.0,25.0,10.71090335965414,17,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
32.0,5.0,2.0,1.0,31.0,4.674393132741266,18,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
27.0,4.6,0.0,0.0,20.0,10.756697879102664,18,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
35.0,3.9,1.0,2.0,38.0,12.236561539555195,20,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
22.0,4.6,1.0,1.0,19.0,4.66365822992199,23,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
35.0,4.7,2.0,1.0,17.0,4.717601092054723,21,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
30.0,4.6,0.0,0.0,24.0,1.514804895193716,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
39.0,4.8,2.0,1.0,26.0,3.1089883297664818,11,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
33.0,4.8,2.0,1.0,28.0,9.219905581617374,18,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
20.0,4.7,2.0,1.0,16.0,12.256687342592544,17,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0
20.0,4.7,2.0,0.0,17.0,4.717601092054723,18,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
34.0,4.2,0.0,0.0,24.0,9.326940869812669,23,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
22.0,4.7,0.0,1.0,24.0,10.881431823102693,17,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
37.0,4.3,2.0,1.0,34.0,2.980249384918674,12,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
20.0,4.8,1.0,1.0,16.0,1.530259489433465,9,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
33.0,4.9,1.0,1.0,26.0,7.601614738321658,22,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
21.0,5.0,1.0,1.0,25.0,19.660943947619387,17,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
33.0,4.6,0.0,2.0,49.0,10.60241776436213,17,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
24.0,4.6,2.0,0.0,24.0,12.419602041029952,18,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0
36.0,4.7,2.0,2.0,32.0,3.145067434621583,12,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
30.0,4.6,0.0,1.0,26.0,4.588898780684235,19,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
32.0,4.9,1.0,1.0,24.0,13.829931792650669,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
28.0,4.6,2.0,0.0,16.0,19.97580879143884,19,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
21.0,4.7,2.0,1.0,27.0,19.373745834955248,20,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
39.0,4.9,0.0,1.0,25.0,3.052706857073804,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
32.0,4.7,0.0,0.0,26.0,3.10480371051839,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20.0,4.5,1.0,1.0,25.0,9.178605957041263,19,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
36.0,5.0,2.0,1.0,15.0,1.4901538808202175,8,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
28.0,4.8,1.0,1.0,18.0,3.1053645449071565,11,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
32.0,4.5,0.0,1.0,30.0,7.661250453808475,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
39.0,4.4,1.0,1.0,46.0,17.076258901182708,20,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
30.0,4.7,0.0,1.0,24.0,16.721430138856057,22,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
32.0,4.4,0.0,1.0,37.0,6.128419378458112,16,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
23.0,4.6,0.0,1.0,27.0,13.61087757567187,21,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
21.0,4.8,2.0,1.0,27.0,6.118630884411828,15,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
31.0,4.2,2.0,1.0,32.0,9.074342229264849,17,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
37.0,4.6,2.0,1.0,28.0,3.0589506421329244,12,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
20.0,4.5,0.0,1.0,29.0,7.60187028254755,20,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
28.0,4.5,0.0,1.0,27.0,1.4899271643867569,10,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
22.0,4.9,1.0,0.0,11.0,1.5545816630915406,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
20.0,4.7,1.0,1.0,13.0,9.219708856173831,17,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
34.0,4.8,1.0,1.0,27.0,19.618968653878404,22,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
38.0,4.8,1.0,1.0,25.0,6.209259882042439,12,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
32.0,4.5,2.0,1.0,27.0,6.036244196933848,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
34.0,4.9,2.0,1.0,26.0,16.853347148215562,23,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0
33.0,3.9,2.0,1.0,32.0,13.612594236926364,17,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0
34.0,4.5,1.0,1.0,25.0,3.025144329113472,10,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
32.0,4.6,2.0,1.0,32.0,4.717601092054723,22,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
34.0,4.7,0.0,1.0,29.0,7.772523200443599,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
26.0,4.6,1.0,0.0,32.0,10.64143695507064,19,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
31.0,4.0,0.0,1.0,35.0,12.4206925399653,23,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
39.0,4.8,0.0,1.0,27.0,6.081185877714354,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
27.0,4.8,1.0,0.0,15.0,1.5725337292863206,8,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
32.0,5.0,2.0,1.0,27.0,7.683355299930858,22,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
32.0,4.5,0.0,1.0,30.0,7.568033295671713,17,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
39.0,4.1,0.0,1.0,32.0,10.564540523828766,18,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
36.0,4.8,2.0,0.0,25.0,1.5323350156093771,10,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
37.0,4.1,0.0,1.0,38.0,4.657133018843544,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
37.0,4.8,1.0,1.0,26.0,9.054052950169236,21,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
38.0,3.7,1.0,1.0,31.0,16.853347148215562,20,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
28.0,4.7,2.0,1.0,28.0,3.018226484999582,11,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
34.0,3.8,1.0,0.0,31.0,16.852118690780152,18,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
32.0,4.9,1.0,1.0,29.0,17.07490429604153,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
22.0,4.7,1.0,0.0,17.0,8.937527873529593,23,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
31.0,4.0,0.0,3.0,45.0,13.620357163029286,17,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
27.0,4.0,0.0,1.0,34.0,12.434585525065136,19,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
29.0,4.9,1.0,0.0,24.0,17.137487720369034,19,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
38.0,4.8,0.0,3.0,44.0,9.348325936764756,21,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
35.0,4.8,2.0,2.0,36.0,7.601874226721306,21,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
31.0,4.9,0.0,0.0,28.0,4.657654937060371,20,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
30.0,4.3,1.0,2.0,37.0,13.970007989573654,18,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
24.0,4.9,1.0,0.0,10.0,9.435201537430713,18,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
33.0,4.8,2.0,0.0,23.0,13.830053479838757,23,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
29.0,4.6,0.0,0.0,22.0,10.278596687704232,23,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
38.0,4.6,2.0,1.0,26.0,6.117761953594076,12,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
26.0,4.9,0.0,1.0,34.0,9.05609596246182,20,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
39.0,4.8,2.0,0.0,26.0,6.290134677634678,16,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
24.0,4.5,0.0,1.0,21.0,17.29786575291325,23,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
34.0,4.2,0.0,1.0,28.0,9.193093962702369,23,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
